años_experiencia,experiencia,modalidad,formación_académica,sector,tipo_de_empleo,beneficios,Ciudad,Salario_medio,Rango_Salarial,Titulo_Habilidades
2.0,junior,,Grado Universitario,Construcción,,,Valencia,25500.0,22.000-30.000,"Ingeniero/a eléctrico - Valencia Diseño de instalaciones eléctricas, cálculo y desarrollo de proyectos eléctricos, elaboración de planos, memorias técnicas y presupuestos, dirección técnica de obra, supervisión de instalaciones, coordinación con otros departamentos, preparación de documentación para licitaciones o legalizaciones"
,,,Ninguna,Tecnología y telecomunicaciones,,,Barcelona,100000.0,80.000-100.000,"Head of Solution Engineering Liderazgo, mentoría, desarrollo de equipos, liderazgo técnico, experiencia en pre-venta, arquitectura de soluciones"
0.0,intern,,Ninguna,Internet,,,Palencia,65000.0,40.000-65.000,"Agente inmobiliario independiente Formación inmobiliaria, trabajo en equipo, habilidades de comunicación"
,,,Ninguna,Transporte y Logística,,,,47500.0,40.000-65.000,"Jefe/a de Mantenimiento Mantenimiento preventivo y correctivo, cumplimiento de normativas de seguridad, investigación de incidentes laborales, gestión de riesgos, análisis de riesgos, mejora de procesos, supervisión de seguridad física e industrial, gestión de EPIs y fichas de seguridad, coordinación de actividades empresariales, emergencias y recursos preventivos"
,,Remoto,Ninguna,Servicios,,,,18.0,<15.000,"Italian Speaking Remote Support Specialist -Remote in Greece Servicio al cliente, soporte técnico, comunicación en italiano"
2.0,junior,,Ninguna,Internet,,,Zaragoza,40000.0,30.000-40.000,"Programador/a PLC programación PLC, plataforma Siemens, Rockwell, Schneider, Omron"
,,,Ninguna,Tecnología y telecomunicaciones,,,Madrid,80000.0,65.000-80.000,"Cloud Technical Project Manager Trabajo en equipo, liderazgo, experiencia en consultoría, conocimientos en tecnología y transformación digital"
,,,Ninguna,Servicios,Jornada completa,,,216.0,<15.000,"Electricista trabajo en equipo, comunicación, adaptabilidad"
,,,Ninguna,Tecnología y telecomunicaciones,,,,47500.0,40.000-65.000,"Jefe/a de Mantenimiento Mantenimiento preventivo y correctivo, cumplimiento de normativas de seguridad, investigación de incidentes laborales, gestión de riesgos, análisis de riesgos, mejora de procesos, supervisión de seguridad física, industrial y documental, gestión de EPIs, fichas de seguridad, coordinación de actividades empresariales, equipo de emergencias, recurso preventivo"
,,,Ninguna,Tecnología y telecomunicaciones,Jornada completa,,San Sebastián,100000.0,80.000-100.000,"Director general de hotel Vocación hotelera, pasión por el turismo familiar, liderazgo de equipos, gestión operativa, supervisión del servicio al cliente, experiencia en hoteles todo incluido"
,senior,,Ninguna,Tecnología y telecomunicaciones,,,Madrid,100000.0,80.000-100.000,"Arquitecto/a Sistemas Big Data Hadoop, Spark, Kafka, diseño de arquitecturas de datos, evaluación y selección de herramientas Big Data"
3.0,senior,,Ninguna,Servicios,,,Madrid,100000.0,80.000-100.000,"Head of Treasury | Strategic Cash & Risk Leader Liquidez, gestión financiera, análisis de riesgos, cumplimiento legal, liderazgo de equipos"
10.0,senior,,Ninguna,Tecnología y telecomunicaciones,,,Zaragoza,80000.0,65.000-80.000,"Aftersales & Service Strategy Lead leadership, strategic thinking, expertise in supply chain management"
,,,Ninguna,Servicios,,,,192.0,<15.000,"Hidráulico desarrollo profesional, colaboración a largo plazo, apoyo de consultores, seguro para el empleado y su familia, derecho a vacaciones"
,,,Ninguna,Tecnología y telecomunicaciones,,,,75.0,<15.000,"Fullstack Engineer - Senior Análisis de datos, integración de sistemas, inteligencia artificial, gestión de flotas, reducción de costos operativos"
,,,Ninguna,Deportes y recreación,,,Alicante,50000.0,40.000-65.000,"Oferta de Trabajo Logístico en Centro Vetipak  – Países Bajos Clasificación de cajas/paquetes, Etiquetado de cajas/paquetes, Levantamiento de cajas/paquetes de diferentes pesos"
,,,Postgrado,Transporte y Logística,,,Zaragoza,80000.0,65.000-80.000,"Director de Tiempo Libre Control de medicación, enfermería, vigilancia del bienestar"
,,,Ninguna,Tecnología y telecomunicaciones,,,Madrid,137500.0,>100.000,"Director de producto y desarrollo creación, mejora y evolución de soluciones técnicas, gestión de productos, estrategia de producto, ciclo de vida del producto"
,,,Ninguna,Transporte y Logística,,,Bilbao,32500.0,30.000-40.000,"Inside Sales Atención al cliente - Industria Gestión de clientes, atención al cliente, preparación de presupuestos, coordinación interdepartamental, elaboración de informes técnicos, gestión de reclamaciones y devoluciones"
0.0,intern,,Ninguna,Internet,,,Zaragoza,65000.0,40.000-65.000,"Agente inmobiliario independiente Formación inmobiliaria, trabajo en equipo, habilidades de comunicación"
,,,Ninguna,Servicios,Media jornada,,Toledo,18720.0,15.000-22.000,"Se busca canguro para cuidado de niños en Toledo trabajo en equipo, paciencia, habilidades de comunicación"
,,,Ninguna,Servicios,,,,192.0,<15.000,"Hidráulico trabajo en equipo, habilidades de comunicación"
,,,Ninguna,Servicios,,,,192.0,<15.000,"Hidráulico trabajo en equipo, habilidades de comunicación"
,,,Ninguna,Tecnología y telecomunicaciones,,,,45000.0,40.000-65.000,"FPGA Developer Procesamiento de vídeo, análisis de requisitos, desarrollo de proyectos innovadores, planificación de nuevas funcionalidades, colaboración con equipos de Hardware, FPGA y Mecánica"
,,,Ninguna,Tecnología y telecomunicaciones,,,,31500.0,30.000-40.000,"Técnico de Infraestructuras IT Gestión de infraestructura IT, administración de servidores, redes y sistemas de almacenamiento, supervisión de seguridad de sistemas informáticos, actualizaciones de software y hardware, soporte técnico avanzado"
,,,Ninguna,Tecnología y telecomunicaciones,,,Barcelona,80000.0,65.000-80.000,"Head of AdTech EMEA Análisis de datos, marketing digital, gestión de proyectos, liderazgo, comunicación, experiencia en Google Cloud y Google Marketing Platform"
,,,Ninguna,Internet,,,Madrid,137500.0,>100.000,"Director de producto y desarrollo creación, mejora y evolución de soluciones técnicas, gestión de productos, estrategia de producto, ciclo de vida del producto"
,,,Ninguna,Servicios,Temporal,,Jerez de la Frontera,16640.0,15.000-22.000,"Se busca canguro para cuidado de niños en Jaca cuidado infantil, atención a niños"
0.0,intern,,Ninguna,Medios de comunicación,Temporal,,Madrid,117500.0,>100.000,"CASTING PARA VIDEO PROMOCIONAL EN RRSS Habilidades de comunicación, habilidades para la grabación de videos"
,,Remoto,Ninguna,Servicios,,,,18.0,<15.000,"Italian Speaking Remote Support Specialist -Remote in Greece Servicio al cliente, soporte técnico, comunicación en italiano"
,,,FP Superior,Transporte y Logística,,,Zaragoza,80000.0,65.000-80.000,"Director de Tiempo Libre Control de medicación, enfermería, vigilancia del bienestar"
,,,Ninguna,Deportes y recreación,,,Girona,31000.0,30.000-40.000,"Comercial Captación de clientes B2B, gestión de clientes, fidelización de clientes, planificación de visitas comerciales, negociación comercial, trabajo en equipo, habilidades de comunicación"
,,,Ninguna,Servicios,,,,27600.0,22.000-30.000,"Cerrajero desarrollo profesional, colaboración a largo plazo, apoyo de consultores, coordinación del empleo, seguro para el empleado y su familia, respeto por los derechos de vacaciones"
,,,Ninguna,Construcción,,,Barcelona,80000.0,65.000-80.000,"Jefe de obra Coordinación, supervisión, liderazgo, trabajo en equipo, conocimientos técnicos en construcción"
,,,Ninguna,Tecnología y telecomunicaciones,,,Barcelona,100000.0,80.000-100.000,"Head of Solution Engineering Liderazgo, mentoría, desarrollo de equipos, liderazgo técnico, experiencia en pre-venta, arquitectura de soluciones"
,,,Ninguna,Tecnología y telecomunicaciones,,,,75.0,<15.000,"Fullstack Engineer - Senior Análisis de datos, integración de sistemas, inteligencia artificial, gestión de flotas, reducción de costos operativos"
,,Remoto,Ninguna,Tecnología y telecomunicaciones,,,Madrid,100000.0,80.000-100.000,"Software Engineer Manager | Java & AWS | 100% Remote Java, AWS"
,,,Ninguna,Servicios,Jornada completa,,Jerez de la Frontera,18720.0,15.000-22.000,"Se busca canguro para cuidado de niños en Jerez de la Frontera cuidado infantil, limpieza de casa, lavandería, preparación de comidas"
0.0,intern,,Ninguna,Tecnología y telecomunicaciones,Temporal,,Madrid,117500.0,>100.000,"CASTING PARA VIDEO PROMOCIONAL EN RRSS Habilidades de comunicación, habilidades para la grabación de videos"
,,,Ninguna,Servicios,,,,178.0,<15.000,"Pintor industrial desarrollo profesional, colaboración a largo plazo, apoyo de consultores"
,,,Ninguna,Servicios,Jornada completa,,,192.0,<15.000,"Hidráulico trabajo en equipo, comunicación en alemán"
,,,Ninguna,Tecnología y telecomunicaciones,Jornada completa,,San Sebastián,100000.0,80.000-100.000,"Director general de hotel Vocación hotelera, pasión por el turismo familiar, liderazgo de equipos, gestión operativa, supervisión del servicio al cliente, experiencia en hoteles todo incluido"
,,,Ninguna,Tecnología y telecomunicaciones,,,Madrid,80000.0,65.000-80.000,"SAP Basis Consultant SAP Basis, SAP S/4HANA, Azure, AWS, IT Service Management, SAP Greenfield, SAP Brownfield"
,,,Ninguna,Comercio minorista y comercio,,,Bilbao,32500.0,30.000-40.000,"Inside Sales Atención al cliente - Industria Gestión de clientes, atención al cliente, preparación de presupuestos, coordinación interdepartamental, elaboración de informes técnicos, gestión de reclamaciones y devoluciones"
3.0,senior,,Grado Universitario,Construcción,,,Pontevedra,53500.0,40.000-65.000,"Jefe de Obra Liderazgo, organización y planificación, control técnico y económico, supervisión de obra, certificaciones, petición de ofertas a proveedores, estudios comparativos de precios, mediciones, estudio de proyectos"
,,,Ninguna,Servicios,,,,198.0,<15.000,"Soldador TIG desarrollo profesional, colaboración a largo plazo, apoyo de consultores, seguro para el empleado y su familia, derecho a vacaciones"
,,,Ninguna,Internet,,,Guadalajara,65000.0,40.000-65.000,Agente inmobiliario independiente Formación inmobiliaria
8.0,senior,,Ninguna,Deportes y recreación,,,Madrid,80000.0,65.000-80.000,"Global Marketing Leader — Growth, Brand & Club Access Liderazgo, estrategia de marketing, comunicación en español e inglés, construcción de equipos, ejecución de estrategias globales de marketing"
,senior,,Postgrado,Internet,,,Jaén,80000.0,65.000-80.000,"Machine Learning Engineer Python, Frameworks para modelos generativos: HuggingFace Transformers, LangChain, Pytorch"
,,,Ninguna,Comercio minorista y comercio,,,Bilbao,32500.0,30.000-40.000,"Inside Sales Atención al cliente - Industria Gestión de clientes, atención al cliente, preparación de presupuestos, coordinación interdepartamental, elaboración de informes técnicos, gestión de reclamaciones y devoluciones"
,,,Ninguna,Internet,,,Guadalajara,65000.0,40.000-65.000,Agente inmobiliario independiente Formación inmobiliaria
,,,Ninguna,Servicios,,,Málaga,14560.0,<15.000,"Se busca canguro para cuidado de niños en Málaga atenta, responsable, jugar"
,,,Ninguna,Deportes y recreación,,,Alicante,50000.0,40.000-65.000,"Oferta de Trabajo Logístico en Centro Vetipak  – Países Bajos Clasificación de cajas/paquetes, Etiquetado de cajas/paquetes, Levantamiento de cajas/paquetes de diferentes pesos"
,,,Ninguna,Transporte y Logística,,,Barcelona,80000.0,65.000-80.000,"Site Manager Coordinación, supervisión, instalación eléctrica, seguridad laboral, trabajo en equipo, comunicación con clientes"
,,,Ninguna,Servicios,,,,216.0,<15.000,"Montador de estructuras metálicas trabajo en equipo, comunicación, adaptabilidad"
,,,Ninguna,Construcción,,,Barcelona,80000.0,65.000-80.000,"Jefe de obra Coordinación, supervisión, liderazgo, trabajo en equipo, conocimientos en construcción, experiencia en obra civil, residencial e industrial"
,,,Ninguna,Servicios,,,,18.0,<15.000,"Swedish Speaking Business Support Consultant -Remote in Greece Comunicación en sueco, habilidades de atención al cliente, habilidades de comunicación"
,,,Ninguna,Servicios,,,,276.0,<15.000,"Mecánico de grúas trabajo en equipo, habilidades de comunicación"
,,,Ninguna,Tecnología y telecomunicaciones,,,Barcelona,100000.0,80.000-100.000,"Head of Solution Engineering Liderazgo, mentoría, desarrollo de equipos, liderazgo técnico, experiencia en pre-venta, arquitectura de soluciones"
,,,Ninguna,Transporte y Logística,,,,16800.0,15.000-22.000,"Montador barandillas en cubiertas de edificios carnet de conducir, manejo de herramientas, disposición para viajar en la Península, experiencia en construcción, soldadura"
,,Remoto,Ninguna,Tecnología y telecomunicaciones,,,Madrid,100000.0,80.000-100.000,"Software Engineer Manager | Java & AWS | 100% Remote Java, AWS"
,,Remoto,Ninguna,Tecnología y telecomunicaciones,,,Madrid,100000.0,80.000-100.000,"Software Engineer Manager | Java & AWS | 100% Remote Java, AWS"
,,Remoto,Ninguna,Tecnología y telecomunicaciones,,,Madrid,100000.0,80.000-100.000,"Software Engineer Manager | Java & AWS | 100% Remote Java, AWS"
,,,Ninguna,Deportes y recreación,,,Alicante,50000.0,40.000-65.000,"Oferta de Trabajo Logístico en Centro Vetipak  – Países Bajos Clasificación de cajas/paquetes, Etiquetado de cajas/paquetes, Levantamiento de cajas/paquetes de diferentes pesos"
,,,Ninguna,Deportes y recreación,,,Girona,31000.0,30.000-40.000,"Comercial Captar, gestionar y fidelizar clientes B2B, planificar y ejecutar visitas comerciales diarias, negociar condiciones comerciales, trabajar en entornos B2B, experiencia en sector de distribución alimentaria"
5.0,senior,,Grado Universitario,Construcción,,,Madrid,150000.0,>100.000,"Director ejecutivo adjunto Desarrollo del negocio, organización de equipos de trabajo, estudios de oportunidades, gestión de clientes, supervisión de producción y montaje"
,,,Ninguna,Tecnología y telecomunicaciones,,,Santander,80000.0,65.000-80.000,"Vp Delivery, Digital null"
5.0,senior,,Ninguna,Construcción,,,Pontevedra,80000.0,65.000-80.000,"Director Comercial: Lidera el crecimiento y clientes habilidades de liderazgo, gestión de relaciones con clientes, control de rentabilidad de proyectos"
